doc_id,source,title,topic,text
GS2_2018_HistoricalUnderpinnings_12,pyq,GS-II 2018 Q12,"HISTORICAL UNDERPINNINGS & EVOLUTION; FEATURES, AMENDMENTS, SIGNIFICANT PROVISIONS, BASIC STRUCTURE; COMPARISON OF INDIAN CONSTITUTIONAL SCHEME WITH OTHER COUNTRIES'",Under what circumstances can the Financial Emergency be proclaimed by the President of India? What consequences follow when such a declaration remains in force?
GS2_2017_HistoricalUnderpinnings_13,pyq,GS-II 2017 Q13,"HISTORICAL UNDERPINNINGS & EVOLUTION; FEATURES, AMENDMENTS, SIGNIFICANT PROVISIONS, BASIC STRUCTURE; COMPARISON OF INDIAN CONSTITUTIONAL SCHEME WITH OTHER COUNTRIES'",Examine the scope of Fundamental Rights in the light of the latest judgement of the Supreme Court on Right to Privacy.
GS2_2016_HistoricalUnderpinnings_14,pyq,GS-II 2016 Q14,"HISTORICAL UNDERPINNINGS & EVOLUTION; FEATURES, AMENDMENTS, SIGNIFICANT PROVISIONS, BASIC STRUCTURE; COMPARISON OF INDIAN CONSTITUTIONAL SCHEME WITH OTHER COUNTRIES'",Discuss each adjective attached to the word 'Republic' in the preamble. Are they defendable in the present circumstance's stances?
GS2_2015_HistoricalUnderpinnings_15,pyq,GS-II 2015 Q15,"HISTORICAL UNDERPINNINGS & EVOLUTION; FEATURES, AMENDMENTS, SIGNIFICANT PROVISIONS, BASIC STRUCTURE; COMPARISON OF INDIAN CONSTITUTIONAL SCHEME WITH OTHER COUNTRIES'",Discuss the possible factors that inhibit India from enacting for its citizens a uniform civil code as provided for in the Directive Principles of State Policy.
GS2_2015_HistoricalUnderpinnings_16,pyq,GS-II 2015 Q16,"HISTORICAL UNDERPINNINGS & EVOLUTION; FEATURES, AMENDMENTS, SIGNIFICANT PROVISIONS, BASIC STRUCTURE; COMPARISON OF INDIAN CONSTITUTIONAL SCHEME WITH OTHER COUNTRIES'","Khap Panchayats have been in the news for functioning as extra-constitutional authorities, often delivering pronouncements amounting to human rights violations. Discuss critically the actions taken by the legislative, executive and the judiciary to set the things right in this regard."
GS2_2015_HistoricalUnderpinnings_17,pyq,GS-II 2015 Q17,"HISTORICAL UNDERPINNINGS & EVOLUTION; FEATURES, AMENDMENTS, SIGNIFICANT PROVISIONS, BASIC STRUCTURE; COMPARISON OF INDIAN CONSTITUTIONAL SCHEME WITH OTHER COUNTRIES'",Does the right to clean environment entail legal regulations on burning crackers during Diwali? Discuss in the light of Article 21 of the Indian Constitution and Judgement(s) of the Apex Court in this regard.
GS2_2014_HistoricalUnderpinnings_18,pyq,GS-II 2014 Q18,"HISTORICAL UNDERPINNINGS & EVOLUTION; FEATURES, AMENDMENTS, SIGNIFICANT PROVISIONS, BASIC STRUCTURE; COMPARISON OF INDIAN CONSTITUTIONAL SCHEME WITH OTHER COUNTRIES'","What do you understand by the concept ""freedom of speech and expression""? Does it cover hate speech also? Why do the films in India stand on a slightly different plane from other forms of expression? Discuss."
GS2_2013_HistoricalUnderpinnings_19,pyq,GS-II 2013 Q19,"HISTORICAL UNDERPINNINGS & EVOLUTION; FEATURES, AMENDMENTS, SIGNIFICANT PROVISIONS, BASIC STRUCTURE; COMPARISON OF INDIAN CONSTITUTIONAL SCHEME WITH OTHER COUNTRIES'","Discuss Section 66A of IT Act, with reference to its alleged violation of Article 19 of the Constitution."
GS2_2022_Executive_1,pyq,GS-II 2022 Q1,"EXECUTIVE (STRUCTURE, ORGANIZATION, FUNCTIONING); MINISTRIES AND DEPARTMENTS (OF UNION AND STATE GOVTS.)",Discuss the role of the Vice –Presidents of India as the chairman of the Rajyasabha.
GS2_2022_Executive_2,pyq,GS-II 2022 Q2,"EXECUTIVE (STRUCTURE, ORGANIZATION, FUNCTIONING); MINISTRIES AND DEPARTMENTS (OF UNION AND STATE GOVTS.)",Discuss the essential conditions for the exercise of the legislative powers by the Governor. Discuss the legality of re-promulgation of ordinances by the Governor without placing them before the Legislature.
GS2_2014_Executive_3,pyq,GS-II 2014 Q3,"EXECUTIVE (STRUCTURE, ORGANIZATION, FUNCTIONING); MINISTRIES AND DEPARTMENTS (OF UNION AND STATE GOVTS.)",Instances of President's delay in commuting death sentences has come under public debate as denial of justice. Should there be a time limit specified for the President to accept/reject such petitions? Analyse.
GS2_2014_Executive_4,pyq,GS-II 2014 Q4,"EXECUTIVE (STRUCTURE, ORGANIZATION, FUNCTIONING); MINISTRIES AND DEPARTMENTS (OF UNION AND STATE GOVTS.)",The size of the cabinet should be as big as governmental work justifies and as big as the Prime Minister can manage as a team. How far the efficacy of a government then is inversely related to the size of the cabinet? Discuss.
GS2_2022_UnionAnd_1,pyq,GS-II 2022 Q1,"UNION AND STATE LEGISLATURES (STRUCTURE, FUNCTIONING, CONDUCT OF BUSINESS, POWERS & PRIVILEGES; ISSUES THEREIN); SALIENT FEATURES OF THE REPRESENTATION OF PEOPLE'S ACT.","Discuss the procedures to decide the disputes arising out of the election of a Member of the Parliament or State Legislature under The Representation of the People Act, 1951. What are the grounds on which the election of any returned candidate may be declared void? What remedy is available to the aggrieved party against the decision? Refer to the case laws."
GS2_2022_UnionAnd_2,pyq,GS-II 2022 Q2,"UNION AND STATE LEGISLATURES (STRUCTURE, FUNCTIONING, CONDUCT OF BUSINESS, POWERS & PRIVILEGES; ISSUES THEREIN); SALIENT FEATURES OF THE REPRESENTATION OF PEOPLE'S ACT.","""While the national political parties in India favour centralisation, the regional parties are in favour of state autonomy."" Comment."
GS2_2022_UnionAnd_3,pyq,GS-II 2022 Q3,"UNION AND STATE LEGISLATURES (STRUCTURE, FUNCTIONING, CONDUCT OF BUSINESS, POWERS & PRIVILEGES; ISSUES THEREIN); SALIENT FEATURES OF THE REPRESENTATION OF PEOPLE'S ACT.",Discuss the role of the Election Commission of India in light of the evolution of the Model Code of Conduct.
GS2_2021_UnionAnd_4,pyq,GS-II 2021 Q4,"UNION AND STATE LEGISLATURES (STRUCTURE, FUNCTIONING, CONDUCT OF BUSINESS, POWERS & PRIVILEGES; ISSUES THEREIN); SALIENT FEATURES OF THE REPRESENTATION OF PEOPLE'S ACT.","To what extent, in your view, the Parliament is able to ensure accountability of the executive in India?"
GS2_2021_UnionAnd_5,pyq,GS-II 2021 Q5,"UNION AND STATE LEGISLATURES (STRUCTURE, FUNCTIONING, CONDUCT OF BUSINESS, POWERS & PRIVILEGES; ISSUES THEREIN); SALIENT FEATURES OF THE REPRESENTATION OF PEOPLE'S ACT.",Explain the constitutional provisions under which Legislative Councils are established. Review the working and current status of Legislative Councils with suitable illustrations.
GS2_2021_UnionAnd_6,pyq,GS-II 2021 Q6,"UNION AND STATE LEGISLATURES (STRUCTURE, FUNCTIONING, CONDUCT OF BUSINESS, POWERS & PRIVILEGES; ISSUES THEREIN); SALIENT FEATURES OF THE REPRESENTATION OF PEOPLE'S ACT.",Do Department-related Parliamentary Standing Committees keep the administration on its toes and inspire reverence for parliamentary control? Evaluate the working of such committees with suitable examples.
GS2_2020_UnionAnd_7,pyq,GS-II 2020 Q7,"UNION AND STATE LEGISLATURES (STRUCTURE, FUNCTIONING, CONDUCT OF BUSINESS, POWERS & PRIVILEGES; ISSUES THEREIN); SALIENT FEATURES OF THE REPRESENTATION OF PEOPLE'S ACT.",Rajya Sabha has been transformed from a 'useless stepney tyre' to the most useful supporting organ in past few decades. Highlight the factors as well as the areas in which this transformation could be visible.
GS2_2020_UnionAnd_8,pyq,GS-II 2020 Q8,"UNION AND STATE LEGISLATURES (STRUCTURE, FUNCTIONING, CONDUCT OF BUSINESS, POWERS & PRIVILEGES; ISSUES THEREIN); SALIENT FEATURES OF THE REPRESENTATION OF PEOPLE'S ACT.","""Once a speaker, Always a speaker'! Do you think the practice should be adopted to impart objectivity to the office of the Speaker of Lok Sabha? What could be its implications for the robust functioning of parliamentary business in India."
GS2_2020_UnionAnd_9,pyq,GS-II 2020 Q9,"UNION AND STATE LEGISLATURES (STRUCTURE, FUNCTIONING, CONDUCT OF BUSINESS, POWERS & PRIVILEGES; ISSUES THEREIN); SALIENT FEATURES OF THE REPRESENTATION OF PEOPLE'S ACT.","""There is a need for simplification of procedure for disqualification of persons found guilty of corrupt practices under the Representation of peoples Act"" Comment"
GS2_2019_UnionAnd_10,pyq,GS-II 2019 Q10,"UNION AND STATE LEGISLATURES (STRUCTURE, FUNCTIONING, CONDUCT OF BUSINESS, POWERS & PRIVILEGES; ISSUES THEREIN); SALIENT FEATURES OF THE REPRESENTATION OF PEOPLE'S ACT.","Individual Parliamentarian's role as the national lawmaker is on a decline, which in turn, has adversely impacted the quality of debates and their outcome. Discuss."
GS2_2019_UnionAnd_11,pyq,GS-II 2019 Q11,"UNION AND STATE LEGISLATURES (STRUCTURE, FUNCTIONING, CONDUCT OF BUSINESS, POWERS & PRIVILEGES; ISSUES THEREIN); SALIENT FEATURES OF THE REPRESENTATION OF PEOPLE'S ACT.","On what grounds a people's representative can be disqualified under the Representation of People Act, 1951? Also mention the remedies available to such person against his disqualification."
GS2_2018_UnionAnd_12,pyq,GS-II 2018 Q12,"UNION AND STATE LEGISLATURES (STRUCTURE, FUNCTIONING, CONDUCT OF BUSINESS, POWERS & PRIVILEGES; ISSUES THEREIN); SALIENT FEATURES OF THE REPRESENTATION OF PEOPLE'S ACT.","Why do you think the committees are considered to be useful for parliamentary work? Discuss, in this context, the role or the Estimates Committee."
GS2_2018_UnionAnd_13,pyq,GS-II 2018 Q13,"UNION AND STATE LEGISLATURES (STRUCTURE, FUNCTIONING, CONDUCT OF BUSINESS, POWERS & PRIVILEGES; ISSUES THEREIN); SALIENT FEATURES OF THE REPRESENTATION OF PEOPLE'S ACT.","In the light of recent controversy regarding the use of Electronic Voting Machines (EVM), what are the challenges before the Election Commission of India to ensure the trustworthiness of elections in India?"
GS2_2017_UnionAnd_14,pyq,GS-II 2017 Q14,"UNION AND STATE LEGISLATURES (STRUCTURE, FUNCTIONING, CONDUCT OF BUSINESS, POWERS & PRIVILEGES; ISSUES THEREIN); SALIENT FEATURES OF THE REPRESENTATION OF PEOPLE'S ACT.",'Simultaneous election to the Lok Sabha and the State Assemblies will limit the amount of time and money spent in electioneering but it will reduce the government's accountability to the people' Discuss.
GS2_2017_UnionAnd_15,pyq,GS-II 2017 Q15,"UNION AND STATE LEGISLATURES (STRUCTURE, FUNCTIONING, CONDUCT OF BUSINESS, POWERS & PRIVILEGES; ISSUES THEREIN); SALIENT FEATURES OF THE REPRESENTATION OF PEOPLE'S ACT.",To enhance the quality of democracy in India the Election Commission of India has proposed electoral reforms in 2016. What are the suggested reforms and how far are they significant to make democracy successful?
GS2_2017_UnionAnd_16,pyq,GS-II 2017 Q16,"UNION AND STATE LEGISLATURES (STRUCTURE, FUNCTIONING, CONDUCT OF BUSINESS, POWERS & PRIVILEGES; ISSUES THEREIN); SALIENT FEATURES OF THE REPRESENTATION OF PEOPLE'S ACT.","The Indian Constitution has provisions for holding joint session of the two houses of the Parliament. Enumerate the occasions when this would normally happen and also the occasions when it cannot, with reasons thereof."
GS2_2016_UnionAnd_17,pyq,GS-II 2016 Q17,"UNION AND STATE LEGISLATURES (STRUCTURE, FUNCTIONING, CONDUCT OF BUSINESS, POWERS & PRIVILEGES; ISSUES THEREIN); SALIENT FEATURES OF THE REPRESENTATION OF PEOPLE'S ACT.","The Indian party system is passing through a phase of transition which looks to be full of contradictions and paradoxes."" Discuss."
GS2_2014_UnionAnd_18,pyq,GS-II 2014 Q18,"UNION AND STATE LEGISLATURES (STRUCTURE, FUNCTIONING, CONDUCT OF BUSINESS, POWERS & PRIVILEGES; ISSUES THEREIN); SALIENT FEATURES OF THE REPRESENTATION OF PEOPLE'S ACT.","The 'Powers, Privileges and Immunities of Parliament and its Members' as envisaged in Article 105 of the Constitution leave room for a large number of un-codified and un-enumerated privileges to continue. Assess the reasons for the absence of legal codification of the 'parliamentary privileges. How can this problem be addressed?"
GS2_2013_UnionAnd_19,pyq,GS-II 2013 Q19,"UNION AND STATE LEGISLATURES (STRUCTURE, FUNCTIONING, CONDUCT OF BUSINESS, POWERS & PRIVILEGES; ISSUES THEREIN); SALIENT FEATURES OF THE REPRESENTATION OF PEOPLE'S ACT.","The role of individual MPs (Members of Parliament) has diminished over the years and as a result healthy constructive debates on policy issues are not usually witnessed. How far can this be attributed to the anti-defection law, which was legislated but with a different intention?"
GS2_2022_Functions_1,pyq,GS-II 2022 Q1,FUNCTIONS & RESPONSIBILITIES OF THE UNION AND THE STATES; ISSUES AND CHALLENGES OF FEDERAL STRUCTURE; DEVOLUTION OF POWERS AND FINANCES TO LOCAL LEVELS; CHALLENGES THEREIN.,"To what extent, in your opinion, as the decentralization of power in India changed the governance landscape at the grassroots?"
GS2_2020_Functions_2,pyq,GS-II 2020 Q2,FUNCTIONS & RESPONSIBILITIES OF THE UNION AND THE STATES; ISSUES AND CHALLENGES OF FEDERAL STRUCTURE; DEVOLUTION OF POWERS AND FINANCES TO LOCAL LEVELS; CHALLENGES THEREIN.,"The strength sustenance of local institutions in India has shifted from their formative phase of 'Functions, Functionaries and Funds' to the contemporary stage of 'Functionality'. Highlight the critical challenges faced by local institutions in terms of their functionality in recent times."
GS2_2019_Functions_3,pyq,GS-II 2019 Q3,FUNCTIONS & RESPONSIBILITIES OF THE UNION AND THE STATES; ISSUES AND CHALLENGES OF FEDERAL STRUCTURE; DEVOLUTION OF POWERS AND FINANCES TO LOCAL LEVELS; CHALLENGES THEREIN.,"""The reservation of seats for women in the institutions of local self- government has had a limited impact on the patriarchal character of the Indian Political Process."" Comment."
GS2_2018_Functions_4,pyq,GS-II 2018 Q4,FUNCTIONS & RESPONSIBILITIES OF THE UNION AND THE STATES; ISSUES AND CHALLENGES OF FEDERAL STRUCTURE; DEVOLUTION OF POWERS AND FINANCES TO LOCAL LEVELS; CHALLENGES THEREIN.,How is the Finance Commission of India constituted? What do you about the terms of reference of the recently constituted Finance Commission? Discuss.
GS2_2018_Functions_5,pyq,GS-II 2018 Q5,FUNCTIONS & RESPONSIBILITIES OF THE UNION AND THE STATES; ISSUES AND CHALLENGES OF FEDERAL STRUCTURE; DEVOLUTION OF POWERS AND FINANCES TO LOCAL LEVELS; CHALLENGES THEREIN.,"Assess the importance of Panchayat system in India as a part of local government. Apart from government grants, what sources the Panchayats can look out for financing developmental projects."
GS2_2017_Functions_6,pyq,GS-II 2017 Q6,FUNCTIONS & RESPONSIBILITIES OF THE UNION AND THE STATES; ISSUES AND CHALLENGES OF FEDERAL STRUCTURE; DEVOLUTION OF POWERS AND FINANCES TO LOCAL LEVELS; CHALLENGES THEREIN.,"""The local self-government system in India has not proved to be effective instrument of governance"". Critically examine the statement and give your views to improve the situation."
GS2_2016_Functions_7,pyq,GS-II 2016 Q7,FUNCTIONS & RESPONSIBILITIES OF THE UNION AND THE STATES; ISSUES AND CHALLENGES OF FEDERAL STRUCTURE; DEVOLUTION OF POWERS AND FINANCES TO LOCAL LEVELS; CHALLENGES THEREIN.,"Discuss the essentials of the 69th Constitutional Amendment Act and anomalies, if any that have led to recent reported conflicts between the elected representatives and the institution of the Lieutenant Governor in the administration of Delhi. Do you think that this will give rise to a new trend in the functioning of the Indian federal politics?"
GS2_2016_Functions_8,pyq,GS-II 2016 Q8,FUNCTIONS & RESPONSIBILITIES OF THE UNION AND THE STATES; ISSUES AND CHALLENGES OF FEDERAL STRUCTURE; DEVOLUTION OF POWERS AND FINANCES TO LOCAL LEVELS; CHALLENGES THEREIN.,"To what extent is Article 370 of the Indian Constitution, bearing marginal note ""Temporary provision with respect to the State of Jammu and Kashmir"", temporary? Discuss the future prospects of this provision in the context of Indian polity."
GS2_2016_Functions_9,pyq,GS-II 2016 Q9,FUNCTIONS & RESPONSIBILITIES OF THE UNION AND THE STATES; ISSUES AND CHALLENGES OF FEDERAL STRUCTURE; DEVOLUTION OF POWERS AND FINANCES TO LOCAL LEVELS; CHALLENGES THEREIN.,"Did the Government of India Act, 1935 lay down a federal constitution? Discuss."
GS2_2015_Functions_10,pyq,GS-II 2015 Q10,FUNCTIONS & RESPONSIBILITIES OF THE UNION AND THE STATES; ISSUES AND CHALLENGES OF FEDERAL STRUCTURE; DEVOLUTION OF POWERS AND FINANCES TO LOCAL LEVELS; CHALLENGES THEREIN.,The concept of cooperative federalism has been increasingly emphasized in recent years. Highlight the drawbacks in the existing structure and the extent to which cooperative federalism would answer the shortcomings.
GS2_2015_Functions_11,pyq,GS-II 2015 Q11,FUNCTIONS & RESPONSIBILITIES OF THE UNION AND THE STATES; ISSUES AND CHALLENGES OF FEDERAL STRUCTURE; DEVOLUTION OF POWERS AND FINANCES TO LOCAL LEVELS; CHALLENGES THEREIN.,"In absence of a well-educated and organized local level government system, `Panchayats' and 'Samitis' have remained mainly political institutions and not effective instruments of governance. Critically discuss."
GS2_2014_Functions_12,pyq,GS-II 2014 Q12,FUNCTIONS & RESPONSIBILITIES OF THE UNION AND THE STATES; ISSUES AND CHALLENGES OF FEDERAL STRUCTURE; DEVOLUTION OF POWERS AND FINANCES TO LOCAL LEVELS; CHALLENGES THEREIN.,"Though the federal principle is dominant in our Constitution and that principle is one of its basic features, but it is equally true that federalism under the Indian Constitution leans in favour of a strong Centre, a feature that militates against the concept of strong federalism. Discuss."
GS2_2013_Functions_13,pyq,GS-II 2013 Q13,FUNCTIONS & RESPONSIBILITIES OF THE UNION AND THE STATES; ISSUES AND CHALLENGES OF FEDERAL STRUCTURE; DEVOLUTION OF POWERS AND FINANCES TO LOCAL LEVELS; CHALLENGES THEREIN.,Recent directives from Ministry of Petroleum and Natural Gas are perceived by the `Nagas' as a threat to override the exceptional status enjoyed by the State. Discuss in light of Article 371A of the Indian Constitution.
GS2_2013_Functions_14,pyq,GS-II 2013 Q14,FUNCTIONS & RESPONSIBILITIES OF THE UNION AND THE STATES; ISSUES AND CHALLENGES OF FEDERAL STRUCTURE; DEVOLUTION OF POWERS AND FINANCES TO LOCAL LEVELS; CHALLENGES THEREIN.,"Many State Governments further bifurcate geographical administrative areas like Districts and Talukas for better governance. In light of the above, can it also be justified that a greater number of smaller States would bring in effective governance at State level? Discuss."
GS2_2013_Functions_15,pyq,GS-II 2013 Q15,FUNCTIONS & RESPONSIBILITIES OF THE UNION AND THE STATES; ISSUES AND CHALLENGES OF FEDERAL STRUCTURE; DEVOLUTION OF POWERS AND FINANCES TO LOCAL LEVELS; CHALLENGES THEREIN.,Constitutional mechanisms to resolve the inter-state water disputes have failed to address and solve the problems. Is the failure due to structural or process inadequacy or both? Discuss.
GS2_2022_AppointmentTo_1,pyq,GS-II 2022 Q1,"APPOINTMENT TO VARIOUS CONSTITUTIONAL POSTS; CONSTITUTIONAL BODIES (POWERS, FUNCTIONS AND RESPONSIBILITIES); STATUTORY, REGULATORY AND QUASI-JUDICIAL BODIES.",Discuss the role of the National Commission for Backward Classes in the wake of its transformation from a statutory body to a constitutional body.
GS2_2021_AppointmentTo_2,pyq,GS-II 2021 Q2,"APPOINTMENT TO VARIOUS CONSTITUTIONAL POSTS; CONSTITUTIONAL BODIES (POWERS, FUNCTIONS AND RESPONSIBILITIES); STATUTORY, REGULATORY AND QUASI-JUDICIAL BODIES.","The jurisdiction of the Central Bureau of Investigation (CBI) regarding lodging FIR and conducting probe within a particular state is being questioned by various States. However, the power of States to withhold consent to the CBI is not absolute. Explain with special reference to the federal character of India."
GS2_2021_AppointmentTo_3,pyq,GS-II 2021 Q3,"APPOINTMENT TO VARIOUS CONSTITUTIONAL POSTS; CONSTITUTIONAL BODIES (POWERS, FUNCTIONS AND RESPONSIBILITIES); STATUTORY, REGULATORY AND QUASI-JUDICIAL BODIES.","Though the Human Rights Commissions have contributed immensely to the protection of human rights in India, yet they have failed to assert themselves against the mighty and powerful. Analyzing their structural and practical limitations, suggest remedial measures."
GS2_2021_AppointmentTo_4,pyq,GS-II 2021 Q4,"APPOINTMENT TO VARIOUS CONSTITUTIONAL POSTS; CONSTITUTIONAL BODIES (POWERS, FUNCTIONS AND RESPONSIBILITIES); STATUTORY, REGULATORY AND QUASI-JUDICIAL BODIES.",How have the recommendations of the 14th Finance Commission of India enabled the states to improve their fiscal position?
GS2_2019_AppointmentTo_5,pyq,GS-II 2019 Q5,"APPOINTMENT TO VARIOUS CONSTITUTIONAL POSTS; CONSTITUTIONAL BODIES (POWERS, FUNCTIONS AND RESPONSIBILITIES); STATUTORY, REGULATORY AND QUASI-JUDICIAL BODIES.","""The Central Administration Tribunal which was established for redressal of grievances and complaints by or against central government employees, nowadays is exercising its powers as an independent judicial authority."" Explain"
GS2_2019_AppointmentTo_6,pyq,GS-II 2019 Q6,"APPOINTMENT TO VARIOUS CONSTITUTIONAL POSTS; CONSTITUTIONAL BODIES (POWERS, FUNCTIONS AND RESPONSIBILITIES); STATUTORY, REGULATORY AND QUASI-JUDICIAL BODIES.","""The Attorney-General is the chief legal adviser and lawyer of the Government of India."" Discuss."
GS2_2018_AppointmentTo_7,pyq,GS-II 2018 Q7,"APPOINTMENT TO VARIOUS CONSTITUTIONAL POSTS; CONSTITUTIONAL BODIES (POWERS, FUNCTIONS AND RESPONSIBILITIES); STATUTORY, REGULATORY AND QUASI-JUDICIAL BODIES.","""The Comptroller and Auditor General (CAG) has a very vital role to play."" Explain how this is reflected in the method and terms of his appointment as well as the range of powers he can exercise."
GS2_2018_AppointmentTo_8,pyq,GS-II 2018 Q8,"APPOINTMENT TO VARIOUS CONSTITUTIONAL POSTS; CONSTITUTIONAL BODIES (POWERS, FUNCTIONS AND RESPONSIBILITIES); STATUTORY, REGULATORY AND QUASI-JUDICIAL BODIES.","How far do you agree with the view that tribunals curtail the jurisdiction of ordinary courts? In view of the above, discuss the constitutional validity and competency of the tribunals in India."
GS2_2017_AppointmentTo_9,pyq,GS-II 2017 Q9,"APPOINTMENT TO VARIOUS CONSTITUTIONAL POSTS; CONSTITUTIONAL BODIES (POWERS, FUNCTIONS AND RESPONSIBILITIES); STATUTORY, REGULATORY AND QUASI-JUDICIAL BODIES.",Is the National Commission for Women able to strategize and tackle the problems that women face at both public and private spheres? Give reasons in support of your answer.
GS2_2016_AppointmentTo_10,pyq,GS-II 2016 Q10,"APPOINTMENT TO VARIOUS CONSTITUTIONAL POSTS; CONSTITUTIONAL BODIES (POWERS, FUNCTIONS AND RESPONSIBILITIES); STATUTORY, REGULATORY AND QUASI-JUDICIAL BODIES.",Exercise of CAC's powers in relation to the accounts of the Union and the States is derived from Article 149 of the Indian Constitution. Discuss whether audit of the Government's Policy implementation could amount to overstepping its own (CAG) jurisdiction.
GS2_2016_AppointmentTo_11,pyq,GS-II 2016 Q11,"APPOINTMENT TO VARIOUS CONSTITUTIONAL POSTS; CONSTITUTIONAL BODIES (POWERS, FUNCTIONS AND RESPONSIBILITIES); STATUTORY, REGULATORY AND QUASI-JUDICIAL BODIES.",What is a quasi-judicial body? Explain with the help of concrete examples
